source_id,source_sheet,row_from,row_to,column_from,column_to,classification,expected_cells,reason,evidence,reviewed_by,reviewed_at
credit_survey,Índices,*,*,14,14,period_axis,1,"Column 14 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 14 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R1C14=2018.,layout_verified,2026-08-30
credit_survey,Índices,*,*,18,18,period_axis,1,"Column 18 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 18 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R1C18=2019.,layout_verified,2026-08-30
credit_survey,Índices,*,*,22,22,period_axis,1,"Column 22 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 22 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R1C22=2020.,layout_verified,2026-08-30
credit_survey,Índices,*,*,26,26,period_axis,1,"Column 26 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 26 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R1C26=2021.,layout_verified,2026-08-30
credit_survey,Índices,*,*,30,30,period_axis,1,"Column 30 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 30 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R1C30=2022.,layout_verified,2026-08-30
credit_survey,Índices,*,*,34,34,period_axis,1,"Column 34 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 34 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R1C34=2023.,layout_verified,2026-08-30
credit_survey,Índices,*,*,38,38,period_axis,1,"Column 38 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 38 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R1C38=2024.,layout_verified,2026-08-30
credit_survey,Índices,*,*,42,42,period_axis,1,"Column 42 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 42 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R1C42=2025.,layout_verified,2026-08-30
credit_survey,Índices,*,*,46,46,period_axis,1,"Column 46 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 46 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R1C46=2026.,layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,3,3,period_axis,1,"Column 3 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 3 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R10C3=1996.,layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,7,7,period_axis,1,"Column 7 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 7 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R11C7=1996.,layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,12,13,period_axis,2,"Columns 12-13 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 12-13 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C13=1998, R11C12=1997.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,17,18,period_axis,2,"Columns 17-18 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 17-18 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C18=1999, R11C17=1998.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,22,23,period_axis,2,"Columns 22-23 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 22-23 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C23=2000, R11C22=1999.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,27,28,period_axis,2,"Columns 27-28 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 27-28 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C28=2001, R11C27=2000.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,32,33,period_axis,2,"Columns 32-33 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 32-33 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C33=2002, R11C32=2001.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,37,38,period_axis,2,"Columns 37-38 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 37-38 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C38=2003, R11C37=2002.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,42,43,period_axis,2,"Columns 42-43 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 42-43 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C43=2004, R11C42=2003.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,47,48,period_axis,2,"Columns 47-48 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 47-48 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C48=2005, R11C47=2004.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,52,53,period_axis,2,"Columns 52-53 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 52-53 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C53=2006, R11C52=2005.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,57,58,period_axis,2,"Columns 57-58 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 57-58 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C58=2007, R11C57=2006.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,62,63,period_axis,2,"Columns 62-63 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 62-63 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C63=2008, R11C62=2007.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,67,68,period_axis,2,"Columns 67-68 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 67-68 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C68=2009, R11C67=2008.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,72,73,period_axis,2,"Columns 72-73 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 72-73 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C73=2010, R11C72=2009.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,77,78,period_axis,2,"Columns 77-78 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 77-78 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C78=2011, R11C77=2010.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,82,83,period_axis,2,"Columns 82-83 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 82-83 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C83=2012, R11C82=2011.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,87,88,period_axis,2,"Columns 87-88 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 87-88 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C88=2013, R11C87=2012.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,92,93,period_axis,2,"Columns 92-93 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 92-93 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C93=2014, R11C92=2013.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,97,98,period_axis,2,"Columns 97-98 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 97-98 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C98=2015, R11C97=2014.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,102,103,period_axis,2,"Columns 102-103 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 102-103 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C103=2016, R11C102=2015.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,107,108,period_axis,2,"Columns 107-108 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 107-108 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C108=2017, R11C107=2016.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,112,113,period_axis,2,"Columns 112-113 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 112-113 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C113=2018, R11C112=2017.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,117,118,period_axis,2,"Columns 117-118 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 117-118 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C118=2019, R11C117=2018.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,122,123,period_axis,2,"Columns 122-123 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 122-123 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C123=2020, R11C122=2019.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,127,128,period_axis,2,"Columns 127-128 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 127-128 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C128=2021, R11C127=2020.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,132,133,period_axis,2,"Columns 132-133 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 132-133 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C133=2022, R11C132=2021.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,137,138,period_axis,2,"Columns 137-138 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 137-138 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C138=2023, R11C137=2022.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,142,143,period_axis,2,"Columns 142-143 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.","Every one of the 2 out-of-region numeric cells in columns 142-143 is a period label: 0 are stored Excel dates and 2 are integers between 1900 and 2100. First three: R10C143=2024, R11C142=2023.",layout_verified,2026-08-30
direct_investment,Cuadro 1,*,*,147,147,period_axis,1,"Column 147 lie outside the rectangle the parser consumed and carry the sheet's period labels, not measures. Excel stores a date as a number, which is why they are counted as numeric source cells at all.",Every one of the 1 out-of-region numeric cells in column 147 is a period label: 0 are stored Excel dates and 1 are integers between 1900 and 2100. First three: R11C147=2024.,layout_verified,2026-08-30
